"STATION","NAME","DATE","MLY-CLDD-BASE45","MLY-CLDD-BASE50","MLY-CLDD-BASE55","MLY-CLDD-BASE57","MLY-CLDD-BASE60","MLY-CLDD-BASE70","MLY-CLDD-BASE72","MLY-CLDD-NORMAL","MLY-DUTR-NORMAL","MLY-DUTR-STDDEV","MLY-HTDD-BASE40","MLY-HTDD-BASE45","MLY-HTDD-BASE50","MLY-HTDD-BASE55","MLY-HTDD-BASE57","MLY-HTDD-BASE60","MLY-HTDD-NORMAL","MLY-PRCP-25PCTL","MLY-PRCP-50PCTL","MLY-PRCP-75PCTL","MLY-PRCP-AVGNDS-GE001HI","MLY-PRCP-AVGNDS-GE010HI","MLY-PRCP-AVGNDS-GE050HI","MLY-PRCP-AVGNDS-GE100HI","MLY-PRCP-NORMAL","MLY-SNOW-25PCTL","MLY-SNOW-50PCTL","MLY-SNOW-75PCTL","MLY-SNOW-AVGNDS-GE001TI","MLY-SNOW-AVGNDS-GE010TI","MLY-SNOW-AVGNDS-GE030TI","MLY-SNOW-AVGNDS-GE050TI","MLY-SNOW-AVGNDS-GE100TI","MLY-SNOW-NORMAL","MLY-SNWD-AVGNDS-GE001WI","MLY-SNWD-AVGNDS-GE003WI","MLY-SNWD-AVGNDS-GE005WI","MLY-SNWD-AVGNDS-GE010WI","MLY-TAVG-NORMAL","MLY-TAVG-STDDEV","MLY-TMAX-AVGNDS-GRTH040","MLY-TMAX-AVGNDS-GRTH050","MLY-TMAX-AVGNDS-GRTH060","MLY-TMAX-AVGNDS-GRTH070","MLY-TMAX-AVGNDS-GRTH080","MLY-TMAX-AVGNDS-GRTH090","MLY-TMAX-AVGNDS-GRTH100","MLY-TMAX-AVGNDS-LSTH032","MLY-TMAX-NORMAL","MLY-TMAX-STDDEV","MLY-TMIN-AVGNDS-LSTH000","MLY-TMIN-AVGNDS-LSTH010","MLY-TMIN-AVGNDS-LSTH020","MLY-TMIN-AVGNDS-LSTH032","MLY-TMIN-AVGNDS-LSTH040","MLY-TMIN-AVGNDS-LSTH050","MLY-TMIN-AVGNDS-LSTH060","MLY-TMIN-AVGNDS-LSTH070","MLY-TMIN-NORMAL","MLY-TMIN-STDDEV"
"USW00053878","ASHEVILLE 13 S, NC US","04","262","143","60","37","15","0","0","1","26.0",,"4","16","47","114","151","219","355",,,,,,,,"3.50",,,,,,,,,,,,,,"53.2",,"300","28.4","231","119","14","0.0","0.0","0.0","66.2",,"0.0","0","3","3.8","144","269","300","300","40.2",
"USW00053878","ASHEVILLE 13 S, NC US","05","515","362","221","169","101","3","-7777","27","23.0",,"-7777","-7777","3","16","27","52","133",,,,,,,,"3.87",,,,,,,,,,,,,,"61.6",,"310","31.0","299","221","38","0.0","0.0","0.0","73.1",,"0.0","0","0","0.2","31","148","289","310","50.1",
"USW00053878","ASHEVILLE 13 S, NC US","06","708","558","408","348","260","30","11","123","21.4",,"0","0","0","-7777","-7777","2","15",,,,,,,,"5.15",,,,,,,,,,,,,,"68.6",,"300","30.0","300","286","148","0.0","0.0","0.0","79.3",,"0.0","0","0","0.0","0","20","188","299","57.9",
"USW00053878","ASHEVILLE 13 S, NC US","07","851","696","541","479","386","88","45","231","19.9",,"0","0","0","0","0","0","-7777",,,,,,,,"4.75",,,,,,,,,,,,,,"72.5",,"310","31.0","310","309","222","1.1","0.0","0.0","82.4",,"0.0","0","0","0.0","0","1","71","308","62.5",
"USW00053878","ASHEVILLE 13 S, NC US","08","818","663","508","446","353","66","32","200","20.6",,"0","0","0","0","0","0","1",,,,,,,,"4.42",,,,,,,,,,,,,,"71.4",,"310","31.0","310","308","203","1.5","0.0","0.0","81.7",,"0.0","0","0","0.0","0","1","111","309","61.1",
"USW00053878","ASHEVILLE 13 S, NC US","09","604","455","309","253","174","8","2","64","21.3",,"0","-7777","1","4","9","20","60",,,,,,,,"4.02",,,,,,,,,,,,,,"65.2",,"300","30.0","297","248","80","0.0","0.0","0.0","75.8",,"0.0","0","0","0.0","9","70","234","300","54.5",
"USW00053878","ASHEVILLE 13 S, NC US","10","321","191","89","60","29","-7777","-7777","5","24.8",,"1","8","32","86","118","181","312",,,,,,,,"3.09",,,,,,,,,,,,,,"55.1",,"310","30.4","262","124","8","0.0","0.0","0.0","67.5",,"0.0","0","0","4.2","119","234","301","310","42.7",
"USW00053878","ASHEVILLE 13 S, NC US","11","108","44","15","9","4","0","0","1","24.9",,"28","79","166","287","341","426","572",,,,,,,,"3.71",,,,,,,,,,,,,,"46.0",,"293","24.1","134","28","0","0.0","0.0","0.0","58.4",,"0.0","0","10","14.7","242","283","297","300","33.5",
"USW00053878","ASHEVILLE 13 S, NC US","12","31","10","2","1","-7777","0","0","0","21.7",,"145","258","393","540","601","693","848",,,,,,,,"3.94",,,,,,,,,,,,,,"37.7",,"251","12.7","35","6","0","0.0","0.0","0.9","48.5",,"0.0","4","66","23.6","288","309","310","310","26.8",
"USW00053877","ASHEVILLE 8 SSW, NC US","01","16","3","-7777","-7777","0","0","0","0","23.6",,"199","319","462","614","676","769","924",,,,,,,,"3.49",,,,,,,,,,,,,,"35.2",,"230","12.9","40","4","0","0.0","0.0","3.4","47.0",,"0.0","30","110","25.7","300","310","310","310","23.4",
"USW00053877","ASHEVILLE 8 SSW, NC US","02","22","6","1","1","-7777","0","0","0","24.2",,"104","204","328","463","518","602","742",,,,,,,,"3.45",,,,,,,,,,,,,,"38.5",,"233","14.9","51","3","0","0.0","0.0","0.4","50.6",,"0.0","3","48","22.2","272","280","280","280","26.4",
"USW00053877","ASHEVILLE 8 SSW, NC US","03","99","39","10","4","1","0","0","-7777","26.4",,"38","99","194","320","376","466","620",,,,,,,,"4.09",,,,,,,,,,,,,,"45.0",,"298","24.7","140","36","0","0.0","0.0","0.0","58.2",,"0.0","2","19","16.8","251","307","310","310","31.8",
"USW00053877","ASHEVILLE 8 SSW, NC US","04","268","150","66","43","19","-7777","0","2","27.2",,"4","16","48","114","151","217","350",,,,,,,,"3.61",,,,,,,,,,,,,,"53.4",,"299","28.4","235","133","21","0.0","0.0","0.0","67.0",,"0.0","0","3","5.1","155","271","299","300","39.8",
"USW00053877","ASHEVILLE 8 SSW, NC US","05","506","354","214","163","96","2","-7777","24","25.4",,"-7777","-7777","4","19","30","55","139",,,,,,,,"3.86",,,,,,,,,,,,,,"61.3",,"310","31.0","296","234","51","0.0","0.0","0.0","74.0",,"0.0","0","0","0.9","44","166","299","310","48.6",
"USW00053877","ASHEVILLE 8 SSW, NC US","06","687","537","387","327","240","24","9","107","22.6",,"0","0","-7777","-7777","-7777","3","20",,,,,,,,"5.04",,,,,,,,,,,,,,"67.9",,"300","30.0","300","287","137","0.0","0.0","0.0","79.2",,"0.0","0","0","0.0","0","41","214","299","56.6",
"USW00053877","ASHEVILLE 8 SSW, NC US","07","817","662","507","445","352","66","30","198","21.9",,"0","0","0","0","0","-7777","1",,,,,,,,"5.38",,,,,,,,,,,,,,"71.4",,"310","31.0","310","309","230","0.8","0.0","0.0","82.3",,"0.0","0","0","0.0","0","5","133","310","60.4",
"USW00053877","ASHEVILLE 8 SSW, NC US","08","787","632","477","415","323","51","24","172","22.0",,"0","0","0","0","0","-7777","4",,,,,,,,"4.41",,,,,,,,,,,,,,"70.4",,"310","31.0","310","304","201","1.2","0.0","0.0","81.4",,"0.0","0","0","0.0","0","11","178","310","59.4",
"USW00053877","ASHEVILLE 8 SSW, NC US","09","576","427","283","229","155","5","1","54","22.8",,"-7777","-7777","1","7","13","29","78",,,,,,,,"3.97",,,,,,,,,,,,,,"64.2",,"300","30.0","295","243","77","0.0","0.0","0.0","75.6",,"0.0","0","0","0.2","16","89","251","300","52.8",
"USW00053877","ASHEVILLE 8 SSW, NC US","10","300","174","79","53","26","-7777","0","4","26.9",,"2","10","39","100","135","201","335",,,,,,,,"2.85",,,,,,,,,,,,,,"54.4",,"310","30.4","265","131","10","0.0","0.0","0.0","67.8",,"0.0","0","2","6.7","146","254","304","310","40.9",
"USW00053877","ASHEVILLE 8 SSW, NC US","11","101","42","15","9","5","0","0","1","26.4",,"34","89","180","303","357","442","589",,,,,,,,"4.34",,,,,,,,,,,,,,"45.4",,"293","24.5","134","32","0","0.0","0.0","0.0","58.6",,"0.0","1","19","16.9","250","284","296","300","32.2",
"USW00053877","ASHEVILLE 8 SSW, NC US","12","28","8","1","-7777","-7777","0","0","0","22.8",,"161","275","410","559","620","713","868",,,,,,,,"3.65",,,,,,,,,,,,,,"37.0",,"248","13.0","37","8","0","0.0","0.0","1.4","48.4",,"0.0","9","77","23.7","288","310","310","310","25.6",
"USC00316236","NORTH FORK 2, NC US","01",,,,,,,,,,,,,,,,,,"2.50","3.67","4.79","10.4","6.3","2.7","0.9","3.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","02",,,,,,,,,,,,,,,,,,"2.82","3.93","4.94","9.9","7.3","2.7","1.1","4.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","03",,,,,,,,,,,,,,,,,,"3.32","4.31","5.40","11.0","8.1","2.9","1.0","4.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","04",,,,,,,,,,,,,,,,,,"2.89","3.67","4.91","10.9","7.6","2.5","0.9","3.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","05",,,,,,,,,,,,,,,,,,"2.97","3.80","5.34","12.4","9.0","2.7","0.7","4.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","06",,,,,,,,,,,,,,,,,,"2.92","4.59","5.91","12.5","9.2","3.1","1.0","4.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","07",,,,,,,,,,,,,,,,,,"2.84","4.03","6.10","13.1","9.0","2.8","0.9","4.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","08",,,,,,,,,,,,,,,,,,"2.80","3.71","6.07","12.2","8.4","2.5","1.2","4.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","09",,,,,,,,,,,,,,,,,,"1.91","3.57","5.63","9.5","6.5","2.8","1.3","4.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","10",,,,,,,,,,,,,,,,,,"1.42","3.09","3.69","8.4","5.6","2.2","0.8","2.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","11",,,,,,,,,,,,,,,,,,"2.44","3.67","4.59","9.2","6.4","2.4","0.7","3.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00316236","NORTH FORK 2, NC US","12",,,,,,,,,,,,,,,,,,"2.70","3.71","4.77","10.5","7.4","2.5","0.9","3.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013872","ASHEVILLE, NC US","01","34","11","3","1","-7777","0","0","-7777","18.9","1.9","170","278","409","556","616","709","863","1.77","2.41","4.14","10.7","5.9","1.9","0.5","2.89","0.7","2.7","5.9","3.8","1.1","0.4","0.1","-7777","4.2","2.9","1.1","0.7","-7777","37.2","3.9","224","12.0","33","3","0","0.0","0.0","3.3","46.6","4.1","0.3","14","69","20.3","275","305","310","310","27.7","3.8"
"USW00013872","ASHEVILLE, NC US","02","51","19","5","3","1","0","0","-7777","19.4","2.4","95","174","282","408","462","544","683","2.07","3.23","4.44","10.5","6.3","1.9","0.7","3.22","0.4","2.1","4.5","3.1","1.0","0.2","0.0","0.0","2.7","2.0","0.3","0.0","0.0","40.6","2.9","227","15.0","55","6","0","0.0","0.0","1.3","50.3","3.6","-7777","5","33","15.7","237","272","280","280","30.9","2.7"
"USW00013872","ASHEVILLE, NC US","03","165","85","35","23","11","-7777","-7777","2","20.8","2.0","37","84","159","264","314","395","541","2.30","3.39","4.24","11.1","6.5","2.0","0.7","3.36","0.1","0.6","3.8","1.6","0.5","0.3","0.1","-7777","2.2","0.9","0.5","0.3","0.2","47.6","3.1","289","23.9","140","48","4","0.0","0.0","0.4","58.0","3.7","0.0","1","9","9.5","194","280","308","310","37.2","2.8"
"USW00013872","ASHEVILLE, NC US","04","353","229","128","96","57","2","1","16","22.3","1.8","4","15","42","90","118","169","279","1.77","3.06","3.98","10.2","6.2","2.3","0.5","3.04","0.0","0.0","0.8","0.6","0.2","0.1","-7777","-7777","1.1","0.3","0.1","0.1","0.1","56.2","2.9","298","28.0","226","129","38","0.0","0.0","0.1","67.4","3.4","0.0","0","0","2.2","84","206","292","300","45.1","2.6"
"USW00013872","ASHEVILLE, NC US","05","591","438","292","238","165","15","6","68","21.9","2.1","-7777","1","2","11","20","39","98","2.29","2.80","3.93","11.8","6.9","1.9","0.6","3.25","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0","64.1","2.8","310","30.8","297","233","90","0.3","0.0","0.0","75.0","3.0","0.0","0","0","-7777","11","99","258","310","53.1","2.9"
"USW00013872","ASHEVILLE, NC US","06","790","640","491","431","343","83","47","202","20.7","2.2","0","0","0","-7777","1","3","12","2.50","3.17","4.02","12.1","7.6","2.3","0.5","3.40","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","71.4","1.8","300","30.0","299","286","198","1.8","0.0","0.0","81.7","2.4","0.0","0","0","0.0","0","10","103","299","61.0","1.7"
"USW00013872","ASHEVILLE, NC US","07","919","764","609","547","454","151","98","299","20.3","1.9","0","0","0","0","0","-7777","-7777","1.98","3.32","4.42","12.8","7.8","1.9","0.6","3.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.7","1.6","310","31.0","310","307","260","4.4","0.0","0.0","84.8","2.3","0.0","0","0","0.0","0","0","31","305","64.5","1.4"
"USW00013872","ASHEVILLE, NC US","08","891","736","581","519","426","129","81","273","19.9","2.1","0","0","0","0","-7777","-7777","1","1.63","3.45","4.82","11.2","6.7","2.2","0.6","3.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.7","1.9","310","31.0","310","304","240","3.8","0.0","0.0","83.7","2.6","0.0","0","0","0.0","0","2","41","302","63.8","1.7"
"USW00013872","ASHEVILLE, NC US","09","660","510","364","307","227","32","15","110","20.2","2.4","-7777","-7777","-7777","4","7","17","50","1.50","2.68","3.79","8.3","5.4","2.0","0.9","3.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67.0","1.9","300","30.0","297","251","113","0.4","0.0","0.0","77.1","2.3","0.0","0","0","0.0","5","50","185","300","56.9","2.2"
"USW00013872","ASHEVILLE, NC US","10","381","244","132","96","54","2","1","14","21.8","2.7","1","7","25","68","95","146","260","1.04","1.99","2.77","7.7","4.3","1.3","0.3","2.14","0.0","0.0","0.0","0.1","0.0","0.0","0.0","0.0","-7777","0.0","0.0","0.0","0.0","57.1","2.9","309","30.1","257","138","15","0.0","0.0","0.0","67.9","2.7","0.0","0","0","1.7","85","202","294","310","46.2","3.6"
"USW00013872","ASHEVILLE, NC US","11","158","79","31","20","8","-7777","0","1","20.8","2.8","26","68","139","241","290","368","511","2.24","2.93","3.88","9.0","5.2","1.9","0.7","2.93","0.0","0.0","0.3","0.6","0.1","0.1","0.0","0.0","0.4","0.2","0.0","0.0","0.0","48.0","3.3","288","23.5","141","39","-7777","0.0","0.0","0.1","58.4","3.8","0.0","0","3","9.0","187","268","297","300","37.6","3.4"
"USW00013872","ASHEVILLE, NC US","12","56","24","8","4","1","0","0","-7777","18.5","2.5","126","222","344","484","542","632","786","1.56","2.82","3.39","10.1","5.8","1.9","0.6","2.75","0.3","0.9","3.7","2.9","0.8","0.2","0.1","-7777","2.6","1.9","0.7","0.3","0.1","39.6","4.7","239","14.8","50","8","0","0.0","0.0","1.9","48.9","5.2","0.1","7","41","18.7","261","297","309","310","30.4","4.5"
